loanee_id,name,age,gender,amount_borrowed,date_borrowed,expected_repayment_date,date_repaid,amount_to_be_repaid,employment_status,income,credit_score,loan_purpose,loan_type,interest_rate,loan_term,address,city,state,zip_code,country,email,phone_number,marital_status,dependents,education_level,employer,job_title,years_employed
4177,James Winters,60,Male,63302.45,2023-09-02,2027-03-18,"2027-03-18-1 day, 0:00:00",74063.87,Self-employed,54608.21,683,Personal,Unsecured,0.17,36,"617 Jeremiah Grove, Mckinneystad, TX 23523",South Kristin,KS,46949,USA,archerkimberly@example.net,3696947119,Divorced,4,High School,Nichols-Velazquez,Land/geomatics surveyor,9
4178,Jonathan Sanchez,58,Male,6188.97,2023-06-24,2028-09-08,,7055.426,Self-employed,49858.11,520,Home,Unsecured,0.14,54,"026 Matthew Mountains, South Michael, PA 92283",Lake Omarside,HI,91461,USA,anthonycook@example.org,001-484-523-7130,Divorced,3,Bachelor,"Foster, Brown and Brewer",Barrister's clerk,13
4179,Catherine Daugherty,32,Female,27188.04,2023-12-15,2027-01-17,"2027-01-1723 days, 0:00:00",31810.006,Employed,30354.15,572,Home,Unsecured,0.17,34,"77829 James Drive Suite 545, Robertsbury, GU 83036",Jessicaburgh,GU,23369,USA,christinalutz@example.org,339.677.7994x996,Widowed,1,High School,Macias Inc,Agricultural engineer,4
4180,Heather Ware,42,Male,3920.12,2023-05-18,2028-12-07,,4508.138,Employed,97789.15,647,Personal,Secured,0.15,57,"USS Lee, FPO AP 49988",Hoffmanland,CT,90555,USA,benjamin36@example.org,8742659051,Divorced,5,Master,"Foster, Nolan and Gutierrez",Local government officer,17
4181,Lisa Decker,27,Male,15979.87,2024-02-09,2025-06-26,,18856.246,Employed,88720.52,628,Personal,Secured,0.18,15,"5465 Gabriel Port, Julianmouth, MI 11089",South Stephanieborough,VA,79111,USA,zaustin@example.org,+1-348-530-2544,Divorced,1,Doctorate,"Carlson, Villanueva and Williams",Social researcher,12
4182,Brandon Stevenson,46,Female,57081.81,2023-06-10,2025-03-28,"2025-03-28-18 days, 0:00:00",65073.26,Unemployed,91348.45,775,Personal,Secured,0.14,12,"8545 Marie Stream, North Tara, SC 86404",Port Victoria,LA,24236,USA,kristina48@example.org,542.673.2055x6806,Married,5,Doctorate,Wilcox PLC,"Surveyor, land/geomatics",4
4183,John Coleman,22,Female,11466.38,2023-05-04,2029-03-07,"2029-03-07-10 days, 0:00:00",12957.01,Employed,96596.11,762,Home,Secured,0.13,60,"908 Williams Squares, North Robert, NE 15641",South Candaceport,AL,07303,USA,christophercabrera@example.org,+1-720-282-2884,Single,5,High School,Mendoza Inc,Chartered accountant,13
4184,Mark Ford,43,Male,8766.22,2024-03-31,2025-04-27,,9905.828,Employed,77545.49,833,Personal,Unsecured,0.13,13,"149 Cassandra Street Suite 451, North Kaylafort, OK 03575",Catherinetown,CO,30870,USA,casey64@example.net,(612)338-8563,Married,4,Doctorate,"Griffin, Hays and Espinoza",Chartered loss adjuster,17
4185,Roy Higgins,30,Female,62132.5,2023-05-11,2026-11-18,"2026-11-1815 days, 0:00:00",72073.7,Unemployed,92548.97,520,Personal,Unsecured,0.16,32,"13222 Nicole Unions Suite 374, North Jamieborough, WI 05334",North Kelly,WV,15501,USA,manuel84@example.com,757-348-8938x26565,Single,3,Doctorate,"Roy, Ramos and Williams",Secondary school teacher,1
4186,Carlos Hubbard,65,Female,45087.83,2023-12-11,2026-02-21,"2026-02-219 days, 0:00:00",53203.64,Self-employed,81550.62,679,Education,Secured,0.18,23,"136 Paul Pass, Williamport, PR 41693",Johnsonberg,WY,70256,USA,christopherlutz@example.org,(882)704-1226x09805,Divorced,2,Bachelor,"Miller, Adams and Hanson",Air cabin crew,3
4187,Lorraine Stanton,64,Female,64975.21,2024-03-13,2029-03-07,"2029-03-07-22 days, 0:00:00",77320.5,Self-employed,76845.76,540,Education,Secured,0.19,60,"USNS Mitchell, FPO AA 10158",Contrerasport,AL,05361,USA,anthony74@example.net,001-258-939-7488x891,Divorced,3,High School,"Bailey, Rios and Moon",Operations geologist,1
4188,Alyssa Williams,44,Female,41802.21,2024-03-02,2029-02-05,,49744.63,Unemployed,21202.42,547,Business,Unsecured,0.19,59,"2091 Williams Mount Apt. 101, Lake Sean, NH 34720",Riveraview,NV,44395,USA,heidiyoung@example.com,+1-621-961-3102x402,Single,0,High School,"Fitzgerald, Wright and Davis","Accountant, chartered public finance",11
4189,Dr. Leslie Shaw,45,Male,79586.83,2023-07-03,2027-11-13,"2027-11-13-24 days, 0:00:00",89933.12,Employed,34641.05,536,Home,Unsecured,0.13,44,"3445 Santiago Camp Suite 113, Mcdonaldville, NH 47918",Debbiemouth,NV,68100,USA,betty12@example.net,2454430711,Married,0,High School,Bowen-Snyder,Research scientist (maths),17
4190,Mary Howard,40,Female,75365.68,2023-04-11,2026-08-20,,85163.22,Unemployed,50986.36,537,Personal,Secured,0.13,29,"Unit 4837 Box 4366, DPO AE 79110",Matthewbury,FM,24617,USA,joshua03@example.org,001-973-646-6783x38072,Widowed,2,Master,"Mullins, Atkinson and Mcguire",Lobbyist,19
4191,Mathew Kane,35,Female,19017.12,2023-05-28,2026-05-22,,22630.373,Unemployed,84679.75,704,Home,Unsecured,0.19,26,"749 Tina Springs Suite 185, New Breannaport, MA 12151",East Barbaraberg,NC,51412,USA,hansenmelissa@example.net,710-962-3976,Divorced,5,High School,"Leonard, Howe and Hill",Dance movement psychotherapist,18
4192,Alicia Johnson,38,Female,40888.17,2023-09-24,2025-10-24,,46203.633,Unemployed,79436.38,744,Home,Secured,0.13,19,"02698 Hardin Crossroad Suite 496, East Deniseside, VT 06812",South Sandraport,MO,79408,USA,nbrown@example.com,340-950-5512x7168,Divorced,3,Bachelor,Drake PLC,"Designer, ceramics/pottery",15
4193,John Thomas,51,Female,2314.01,2023-09-14,2028-10-08,,2661.1116,Unemployed,55588.87,846,Home,Secured,0.15,55,"340 Denise Run, Michelleside, CT 07838",South Nicoleberg,ND,65624,USA,amanda28@example.net,(923)417-1124x451,Single,5,Master,Gray-Martin,Production manager,14
4194,Nicholas Martinez,25,Female,23653.92,2023-12-19,2025-12-23,,27675.086,Self-employed,51406.34,573,Personal,Unsecured,0.17,21,"66042 Jenna Circle Suite 239, Lake Amanda, WY 42917",Lake Lisaborough,SC,92666,USA,alvarezshawn@example.org,(646)251-9427,Single,5,Bachelor,"Foster, Hunt and Glover",Careers information officer,5
4195,Alan Thompson,43,Male,10563.26,2023-08-25,2027-02-16,,12570.279,Employed,73816.5,772,Business,Secured,0.19,35,"2696 Bennett Manor Suite 289, North Dwayneborough, OK 41381",Heathershire,NY,35087,USA,henrymartin@example.org,(982)761-8139x9444,Married,1,Doctorate,"Anderson, Stevens and Martin",Fitness centre manager,5
4196,Benjamin Pierce,56,Male,39792.47,2023-06-11,2028-04-11,,46955.113,Employed,48773.19,827,Personal,Unsecured,0.18,49,"976 Richmond Mountains Apt. 219, Carlosmouth, MS 37470",Fernandezville,MD,40303,USA,morriskatherine@example.org,001-587-887-3834x72441,Married,3,High School,Pineda Group,Banker,14
4197,Sarah Hopkins,45,Male,46293.42,2023-04-20,2027-11-13,"2027-11-1311 days, 0:00:00",55089.168,Employed,67280.19,514,Business,Unsecured,0.19,44,"50981 Lee Mews, Allenburgh, WY 01322",Sethhaven,PA,31069,USA,dbell@example.net,829.221.9291,Widowed,3,Bachelor,"Warren, Dixon and Davis",Training and development officer,2
4198,Erica Mckenzie,57,Male,53121.6,2023-05-08,2028-11-07,"2028-11-073 days, 0:00:00",63214.703,Unemployed,45754.58,835,Business,Secured,0.19,56,"5414 Singleton Station, Lake Michaelton, OK 50149",Espinozahaven,ID,84700,USA,kjones@example.com,337-687-3944,Divorced,3,Bachelor,Adams Group,"Designer, exhibition/display",1
4199,Angela Hernandez,56,Female,68453.31,2023-05-01,2027-09-14,,78036.77,Self-employed,70546.39,752,Home,Unsecured,0.14,42,"59859 Rogers Forks, Lake Jessica, VA 84702",Gloriaside,OR,33367,USA,bill80@example.net,001-659-909-1140x221,Divorced,3,Master,James Ltd,Chief Strategy Officer,0
4200,David Evans,58,Male,85086.24,2023-07-04,2028-09-08,"2028-09-083 days, 0:00:00",99550.9,Unemployed,38337.26,726,Business,Unsecured,0.17,54,"479 Gregory Stravenue Suite 801, East Markmouth, ME 77506",West Julia,NV,37001,USA,jenniferbailey@example.com,936.435.8907x50813,Married,2,Master,"Harrell, Bridges and Nelson","Engineer, civil (contracting)",18
4201,Michael Lopez,48,Male,59788.69,2023-11-28,2028-03-12,"2028-03-125 days, 0:00:00",68159.11,Self-employed,73626.26,547,Business,Secured,0.14,48,"3697 Nicole Highway, Allenbury, FL 50997",Brianton,DC,85824,USA,michael37@example.com,496.315.1678x6182,Married,1,Master,Powell-Short,Television floor manager,0
4203,Robert Fitzpatrick,43,Female,33709.2,2023-12-17,2026-04-22,,38091.395,Employed,92043.83,500,Business,Secured,0.13,25,"5160 Meyer Springs, Michaeltown, MI 23974",Cooperland,AK,85199,USA,kpratt@example.net,211-852-2609x92090,Divorced,5,Bachelor,"Perez, Gomez and Lowe",Building surveyor,16
4204,Tammy Murphy,33,Male,4096.19,2023-11-01,2026-10-19,,4505.809,Self-employed,70908.82,758,Education,Unsecured,0.1,31,"43557 Ellison Meadows Apt. 276, Scottborough, MT 85276",Gilesborough,CT,70461,USA,sherrykelly@example.com,227-628-2154,Married,0,High School,Moore Inc,Art therapist,3
4205,Bradley Herman,49,Male,20192.85,2024-03-26,2027-09-14,,22615.992,Employed,96985.79,565,Personal,Unsecured,0.12,42,"28325 Christopher Garden Suite 654, Port Courtney, VI 55545",Guzmanhaven,NJ,90523,USA,james33@example.org,742.900.3114x62990,Married,4,High School,Alexander Inc,Futures trader,11
4206,Joseph Barry,25,Male,12314.97,2023-12-18,2025-07-26,"2025-07-26-27 days, 0:00:00",14039.065,Unemployed,38006.37,628,Education,Secured,0.14,16,"98461 Chapman Mission, Lake Eric, UT 97092",Nicholasmouth,PA,73135,USA,vphillips@example.com,331.510.8238,Single,0,Bachelor,Cabrera-Smith,Acupuncturist,2
4207,Traci Watkins,54,Female,32312.34,2023-09-08,2025-09-24,"2025-09-245 days, 0:00:00",36512.945,Self-employed,89669.55,817,Home,Unsecured,0.13,18,"8056 Nixon Island Suite 999, East Stevenfort, LA 67910",Thorntonfort,TX,38549,USA,ellisjeremy@example.net,331-990-8345x78654,Widowed,5,Bachelor,"Oconnor, Hendrix and Perkins","Teacher, music",20
4208,Jennifer Martinez,58,Male,69794.0,2024-01-23,2027-09-14,,80961.04,Unemployed,46772.3,847,Personal,Unsecured,0.16,42,"675 Mercado Point Suite 724, Geraldmouth, MI 42076",Jacksonchester,CT,16844,USA,estessandra@example.org,(860)929-0310,Divorced,1,Doctorate,"Turner, Gordon and Jones","Restaurant manager, fast food",6
4209,Daniel Ramos,28,Male,16986.57,2023-11-28,2025-08-25,,20383.885,Unemployed,36648.03,728,Education,Secured,0.2,17,"4252 Victor Corner, West Eric, MP 94694",West Jamesborough,WI,20637,USA,hstanley@example.com,001-396-759-8591x822,Widowed,2,Doctorate,"Jacobs, Salinas and Porter",Comptroller,6
4210,William Johnson,49,Female,39993.38,2023-04-18,2027-03-18,"2027-03-1828 days, 0:00:00",44392.652,Employed,79392.97,674,Home,Unsecured,0.11,36,"402 Ryan Springs Apt. 908, East Meganborough, OH 44368",Lake Jasminemouth,WI,44463,USA,dicksonmark@example.net,223.466.9197x9681,Widowed,1,Bachelor,"Holt, Graves and Contreras",Investment analyst,17
4211,Christian Kelly,57,Female,65788.77,2023-07-30,2028-03-12,"2028-03-1211 days, 0:00:00",76314.98,Employed,86841.53,569,Home,Secured,0.16,48,"16865 Fuentes Trace, Lake Juliaberg, MP 33944",Jacobshire,AZ,38083,USA,leeelizabeth@example.com,861.201.2761x972,Married,4,Doctorate,Jenkins and Sons,Risk analyst,15
4212,Christie Torres,39,Male,10745.47,2023-10-02,2025-10-24,,12249.836,Unemployed,52868.76,516,Business,Unsecured,0.14,19,"262 Emily Drive, Romeroville, OH 63344",North Karenport,RI,86901,USA,fisherdamon@example.com,819.615.1109x5434,Divorced,2,High School,"Tucker, Hernandez and West",Health promotion specialist,12
4213,Robert Lyons,29,Male,29504.35,2023-06-07,2027-11-13,,35405.22,Employed,42273.38,587,Personal,Secured,0.2,44,"541 Pierce Manors, Lawrencetown, OR 52894",Charlesstad,DC,63548,USA,calexander@example.net,989.666.4254,Married,2,Master,Moran-Brown,"Engineer, drilling",13
4214,Kelly Cunningham,48,Male,17282.42,2024-04-01,2025-08-25,"2025-08-2520 days, 0:00:00",20738.904,Self-employed,43062.36,571,Business,Secured,0.2,17,"730 Delgado Inlet Suite 196, Brittanybury, CT 65853",Allenland,IA,94036,USA,scottcrosby@example.org,001-700-764-7942x14606,Single,2,High School,"Campbell, Perez and Roberts","Doctor, hospital",14
4215,Victoria Gibson,58,Male,20216.26,2023-04-04,2025-06-26,"2025-06-26-7 days, 0:00:00",23855.188,Employed,53356.74,697,Business,Secured,0.18,15,"5565 Pearson Trafficway Apt. 512, South Kristen, PW 06460",Rubenchester,PA,37043,USA,sjames@example.net,909.307.4579x17099,Single,4,Doctorate,Johnson and Sons,Armed forces technical officer,16
4216,Erin Wood,30,Male,5436.53,2024-02-08,2025-12-23,"2025-12-23-29 days, 0:00:00",6034.5483,Unemployed,48771.51,643,Personal,Unsecured,0.11,21,"1565 Barron Glens, Lake Bruce, CO 60844",Lake William,NH,40077,USA,justinnoble@example.net,387.381.8585x6987,Divorced,1,Bachelor,"Green, Nichols and Mcfarland","Education officer, environmental",9
4217,Joseph Ibarra,52,Male,49410.16,2023-10-23,2025-09-24,"2025-09-24-14 days, 0:00:00",54351.176,Employed,88449.51,759,Business,Secured,0.1,18,"73113 Donald Square, New Brianton, MS 49100",Jamesberg,HI,83230,USA,robert33@example.net,+1-817-336-2047,Single,2,High School,Williams Inc,Prison officer,14
4218,Brittany Vance,24,Female,40020.46,2023-08-04,2027-09-14,,46823.938,Self-employed,37151.33,564,Personal,Unsecured,0.17,42,"1946 Jones Station Apt. 627, Lake Jeffreyport, FL 07858",Lake Danielside,DE,60859,USA,matthew98@example.org,7448037768,Widowed,5,High School,Martinez Group,Product manager,10
4219,Andrew Kelley,31,Male,69897.1,2023-10-21,2027-11-13,,78983.73,Employed,91377.67,571,Home,Unsecured,0.13,44,"95706 Dawn Roads Suite 510, Carterfort, MN 19640",New Michelle,PR,21904,USA,william52@example.com,507.382.1471x8375,Married,5,Doctorate,Simon-Martin,Dietitian,15
4220,Johnny Taylor II,23,Male,57022.11,2023-04-28,2025-06-26,"2025-06-2630 days, 0:00:00",66145.65,Self-employed,92118.17,794,Personal,Secured,0.16,15,"584 Parker Common Suite 697, Johnsontown, OH 21464",New Rebeccaview,FM,32504,USA,gatesamanda@example.net,403.376.8022,Divorced,0,Doctorate,"Farley, Shields and Lawson",IT sales professional,17
4221,Charles Martin,34,Female,30195.56,2023-12-31,2028-01-12,"2028-01-129 days, 0:00:00",34120.984,Employed,21057.45,594,Business,Secured,0.13,46,"836 Michael Islands Suite 049, Krystalton, CO 12678",Catherineshire,TN,20416,USA,emilyvasquez@example.org,+1-478-215-1102x0529,Divorced,0,Bachelor,Carpenter-Taylor,"Journalist, broadcasting",17
4222,Diane Nguyen,26,Female,59629.06,2023-08-08,2026-02-21,"2026-02-21-25 days, 0:00:00",70958.58,Employed,64620.34,544,Business,Unsecured,0.19,23,"0687 Davis Cliff Apt. 859, Vargasberg, MD 94115",Perezville,UT,90795,USA,rosalestony@example.org,4884802743,Divorced,0,Master,Ramos-Castro,Operational researcher,4
4223,Jacob Krause,61,Male,41864.69,2023-09-20,2026-03-23,"2026-03-23-20 days, 0:00:00",50237.63,Unemployed,39749.3,828,Home,Unsecured,0.2,24,"03917 Spence Rest Suite 012, West Joseview, AL 39383",Reedshire,IN,33631,USA,annalopez@example.net,9602919598,Married,5,Master,"Barry, Fernandez and Keller",Teaching laboratory technician,9
4224,Gary Davis,49,Male,7402.56,2024-01-09,2026-09-19,"2026-09-1929 days, 0:00:00",8660.995,Unemployed,59942.06,531,Education,Secured,0.17,30,"7113 Phillips Divide Suite 214, West Laurenburgh, MD 02311",Port Dawn,AK,29274,USA,gonzalezmichael@example.com,3199958644,Widowed,3,Master,Ayala PLC,"Scientist, biomedical",3
4225,David Briggs,50,Male,68259.38,2024-03-03,2028-02-11,"2028-02-11-3 days, 0:00:00",78498.29,Self-employed,36910.18,721,Education,Unsecured,0.15,47,"PSC 1555, Box 0223, APO AA 24101",Brookeland,NV,04731,USA,fitzgeraldantonio@example.com,275.565.0910x7418,Single,5,Master,"Conley, Nguyen and Armstrong",Fast food restaurant manager,20
4226,Clifford Alvarado,26,Female,52852.3,2024-02-01,2028-02-11,"2028-02-11-23 days, 0:00:00",60251.62,Self-employed,84838.76,653,Home,Secured,0.14,47,"4213 Lopez Walk, Blairstad, VA 72066",Port Robertborough,OH,17904,USA,mariah82@example.com,+1-213-661-0836x52765,Divorced,2,Master,Moreno Group,Clinical molecular geneticist,7
4227,John Phillips,45,Female,87765.7,2023-04-09,2026-10-19,,99175.24,Unemployed,27839.46,532,Personal,Secured,0.13,31,"016 Moss Wall, New Joshua, MI 81407",Lake Daniel,ND,04320,USA,pamelamcconnell@example.org,518.873.9840,Single,0,Doctorate,Lewis Group,Volunteer coordinator,11
4228,Scott Brewer,31,Female,48236.92,2023-12-29,2028-04-11,"2028-04-1111 days, 0:00:00",56437.195,Self-employed,60391.67,698,Home,Secured,0.17,49,"91566 Carter Radial, South David, OH 47393",Kimberlyshire,AL,56260,USA,hyoung@example.org,7867610003,Single,0,Master,"Osborne, Garner and Brooks",Public house manager,18
4229,Derek Proctor,47,Female,83000.41,2023-06-02,2028-04-11,"2028-04-11-11 days, 0:00:00",91300.45,Employed,25445.94,714,Education,Secured,0.1,49,"44564 Richards Junctions Suite 311, North Patriciaville, IN 38829",New Dawn,AZ,09145,USA,arianamcmillan@example.org,+1-989-914-6093,Married,3,High School,Henry PLC,Sports administrator,12
4230,Ruben Daniel,27,Male,44406.09,2024-03-25,2027-02-16,,49290.76,Self-employed,27461.14,768,Business,Unsecured,0.11,35,"982 Ronnie Falls Apt. 720, Thompsonmouth, MO 55106",New Raymondburgh,WA,82366,USA,dawnwatson@example.org,949-770-7038,Married,2,High School,"Keller, Christensen and Little",Retail manager,11
4231,Seth Jones,49,Male,34434.06,2024-02-07,2028-08-09,,40632.19,Unemployed,43802.79,834,Personal,Unsecured,0.18,53,"PSC 5221, Box 1152, APO AA 63640",Johnhaven,NC,31822,USA,paul42@example.org,945-811-4603,Married,0,Master,Cruz-Herman,Production manager,17
4232,Heidi Franco,36,Male,31113.1,2023-07-21,2026-09-19,"2026-09-19-1 day, 0:00:00",34535.54,Employed,31828.32,664,Business,Secured,0.11,30,"92194 Patrick Street, Lake Jessica, KS 43689",Lake Christina,RI,04371,USA,zhuerta@example.com,001-815-401-8489x4958,Divorced,1,Doctorate,Johnson-Guzman,"Engineer, maintenance",8
4233,Anthony Edwards,40,Female,50058.56,2024-03-11,2028-08-09,"2028-08-099 days, 0:00:00",57066.758,Self-employed,27024.98,694,Personal,Secured,0.14,53,"655 Nichols Wall, New Heatherville, KY 62137",North David,MP,29093,USA,montgomerydonna@example.net,379-901-5612x3374,Widowed,0,Master,Walsh and Sons,"Designer, industrial/product",6
4234,Rebecca Adams,28,Male,16417.27,2023-09-16,2025-11-23,"2025-11-2313 days, 0:00:00",19044.033,Unemployed,82931.94,807,Home,Secured,0.16,20,"Unit 8974 Box 5551, DPO AP 73883",North Elizabeth,GU,39534,USA,webbdawn@example.net,+1-887-576-0235,Widowed,3,Doctorate,"Smith, Stevens and Hill","Administrator, local government",13
4235,Christina Sims,37,Female,65852.41,2023-07-10,2025-09-24,"2025-09-24-21 days, 0:00:00",78364.37,Unemployed,58306.52,765,Business,Unsecured,0.19,18,"1777 King Gateway, Danielside, MO 23297",Camachomouth,NM,01074,USA,kristywhite@example.com,913.525.9886x901,Widowed,4,Master,"Davis, Burgess and Walsh","Engineer, agricultural",14
4236,Amber Sanchez,40,Female,66353.62,2024-01-16,2026-05-22,,78960.805,Unemployed,28891.95,662,Business,Secured,0.19,26,"2297 Krause Village, South Mark, CO 40339",Contrerashaven,KY,86101,USA,emily96@example.net,782.281.2795,Divorced,1,Bachelor,"Owens, Davidson and Parsons","Exhibitions officer, museum/gallery",19
4237,Shaun Nichols,45,Male,52244.87,2024-03-28,2028-06-10,"2028-06-109 days, 0:00:00",60081.6,Employed,66318.67,751,Business,Secured,0.15,51,"20673 William Expressway Apt. 563, Lisabury, PR 45382",Jamieville,WV,15623,USA,toddwhite@example.com,+1-941-594-5873,Widowed,2,Bachelor,Mercer and Sons,Scientific laboratory technician,1
4238,Nicholas Matthews,43,Male,30236.28,2023-08-04,2025-05-27,,35376.45,Employed,71400.73,548,Business,Unsecured,0.17,14,"74732 Ochoa Highway Suite 343, Port Nicoleside, NJ 21907",South Ianhaven,RI,79642,USA,eric23@example.org,001-637-870-9031x915,Single,5,Bachelor,Beck Inc,Industrial/product designer,4
4239,Joseph Bowers,65,Female,59437.48,2023-05-16,2027-05-17,"2027-05-179 days, 0:00:00",65381.227,Self-employed,58855.33,774,Business,Secured,0.1,38,"516 Hicks Mountain Apt. 991, Susanstad, MH 42454",Port Cameronland,RI,03058,USA,zhatfield@example.net,001-443-684-5253x17466,Widowed,5,Master,Bowman-Wells,Volunteer coordinator,18
4240,Jennifer Jenkins,33,Female,2472.08,2024-02-04,2028-11-07,,2744.0088,Unemployed,56051.92,766,Business,Secured,0.11,56,"674 Margaret Drive, Rossborough, KY 01078",Maryside,NV,88380,USA,jackiewalters@example.org,001-367-665-2966x069,Married,2,Master,Malone Ltd,Armed forces operational officer,12
4241,Patricia Lee,47,Female,61504.79,2023-06-11,2028-09-08,,71960.6,Unemployed,26447.77,747,Education,Secured,0.17,54,"194 William Dam, New Brianmouth, CA 83638",Nicholasborough,HI,03554,USA,rebeccamcguire@example.com,(559)778-8863,Widowed,4,Master,"Holland, Mayer and Merritt",International aid/development worker,2
4242,Lindsay Duran,36,Male,15205.33,2023-08-10,2029-03-07,"2029-03-07-25 days, 0:00:00",17029.969,Employed,37592.92,552,Business,Secured,0.12,60,"55785 Lang Keys, Jenniferville, NC 54883",South Matthew,NV,31021,USA,petersonmelissa@example.org,387.272.9896x64440,Married,2,Bachelor,Wise-Sanders,Best boy,5
4243,April Randall,24,Female,29427.62,2023-07-24,2026-05-22,,33547.49,Employed,29146.19,829,Personal,Unsecured,0.14,26,"756 Daniel Oval, New Traceymouth, AL 25295",North Anthony,NE,98518,USA,gsanchez@example.org,327.570.5118x183,Divorced,4,Master,"Larson, Hansen and Cole","Geneticist, molecular",7
4244,Michael Thomas,38,Male,99351.6,2023-07-08,2027-03-18,,114254.34,Employed,23129.03,823,Education,Unsecured,0.15,36,"9807 Joseph Heights Suite 116, Victoriafort, ME 18367",Derekstad,NY,35792,USA,juliehoover@example.org,635.762.9018x3319,Married,3,Bachelor,Mckee-Marshall,Speech and language therapist,13
4245,Emily Fletcher,32,Female,31424.0,2023-09-21,2027-06-16,"2027-06-1619 days, 0:00:00",37080.32,Self-employed,77181.83,689,Education,Secured,0.18,39,"998 Key Stravenue, Chapmanview, WA 50810",Adamsport,MS,07360,USA,arnoldmelanie@example.net,674.746.7460x1216,Married,4,Doctorate,"Cummings, Proctor and Knight",Media buyer,9
4246,Trevor Lopez,41,Female,50338.15,2023-06-30,2026-04-22,"2026-04-22-4 days, 0:00:00",56882.11,Unemployed,73278.15,584,Education,Unsecured,0.13,25,"8785 Matthew Manors, Mariafort, CO 50001",Jenniferton,KS,87634,USA,tarahobbs@example.net,001-326-981-5105x4112,Widowed,2,Doctorate,Ortega-Lin,Print production planner,2
4247,Stephen Garrison,49,Female,75250.99,2023-11-04,2028-03-12,"2028-03-126 days, 0:00:00",86538.64,Unemployed,97387.64,753,Personal,Secured,0.15,48,"650 Susan Mountain, Lefurt, MN 25811",Melissabury,VI,99484,USA,thomas85@example.org,+1-717-664-8255,Single,2,Master,Meyer PLC,IT sales professional,6
4248,Dr. Jacob Davis,23,Female,20223.44,2024-02-27,2025-06-26,"2025-06-2624 days, 0:00:00",22650.252,Unemployed,33378.79,675,Education,Unsecured,0.12,15,"8030 Fox Lakes, South Craig, LA 84328",Anthonychester,NE,30739,USA,kristin52@example.org,001-957-433-8328x0430,Widowed,3,Master,"Haynes, Taylor and Mccormick",Land,5
4249,Karen Alvarez,23,Male,49287.27,2024-03-18,2027-09-14,"2027-09-145 days, 0:00:00",55694.613,Employed,62539.18,703,Education,Unsecured,0.13,42,"PSC 7518, Box 8791, APO AA 24641",Samanthatown,MP,25804,USA,paulperry@example.org,527-285-6613x735,Divorced,0,High School,"Henry, Martin and Santos","Engineer, maintenance (IT)",8
4250,Joseph Riley,49,Male,24664.5,2023-12-30,2026-07-21,"2026-07-218 days, 0:00:00",27870.885,Self-employed,68437.51,674,Education,Unsecured,0.13,28,"3605 Preston Lodge, Sheriborough, DE 42367",Sandybury,FL,28669,USA,fmartin@example.com,+1-659-564-9247,Married,3,Doctorate,"Bennett, Estes and Nelson","Administrator, local government",13
4251,Joshua Webster,43,Male,9968.01,2023-04-29,2027-10-14,,11363.531,Unemployed,35592.48,568,Personal,Secured,0.14,43,"84956 Wells Prairie, North Darryl, IN 26162",Pamelaborough,OK,23408,USA,bkane@example.com,304.414.2102x045,Widowed,0,Bachelor,"Hood, Kelly and Davis",Orthoptist,17
4252,Jeffrey Robinson,25,Male,23720.59,2024-02-21,2026-04-22,"2026-04-22-10 days, 0:00:00",27753.09,Employed,35854.65,804,Education,Unsecured,0.17,25,"655 Brittany Ports, Port Johnville, SC 26454",South Jason,UT,87742,USA,troybenjamin@example.org,405-362-5204x25502,Divorced,1,Doctorate,James-Reed,Advice worker,1
4253,Mark Adams,45,Male,27777.01,2023-06-28,2028-01-12,"2028-01-1226 days, 0:00:00",32776.87,Self-employed,64973.93,604,Personal,Secured,0.18,46,"3660 Rivera Village Apt. 465, South Thomas, DC 02581",Murraytown,MA,57541,USA,pweber@example.org,794.772.0776,Divorced,4,High School,Baker-Ramirez,Police officer,16
4254,Gloria Bryant,27,Male,12051.13,2024-03-26,2025-09-24,"2025-09-249 days, 0:00:00",14340.845,Unemployed,90929.23,500,Business,Secured,0.19,18,"1429 Kathleen Ranch Suite 292, West Juliefort, NH 25840",Lake Meghan,MH,94046,USA,scottfoster@example.net,(294)379-2948x614,Widowed,2,Doctorate,"Phillips, Mcdonald and Patton",Systems developer,5
4255,Bridget Rodriguez,21,Male,49713.5,2023-04-20,2028-10-08,"2028-10-0811 days, 0:00:00",54684.85,Employed,68383.41,592,Business,Secured,0.1,55,"USS Lloyd, FPO AA 16407",New Nicholasfort,FL,12343,USA,vaughanrichard@example.com,989.821.9543,Widowed,3,Master,"Mendoza, Wright and White",Intelligence analyst,18
4256,Joshua Sharp,41,Female,9266.19,2023-04-26,2025-07-26,,11026.766,Unemployed,44644.82,666,Business,Unsecured,0.19,16,"70531 Tiffany Island Suite 040, West Jamesville, DE 43618",North Donaldchester,IA,80551,USA,pacemolly@example.net,529-633-3792x02484,Divorced,2,High School,"Cantu, Warren and Hernandez",Graphic designer,20
4257,Samantha Lynch,29,Female,82388.73,2023-07-01,2029-03-07,"2029-03-078 days, 0:00:00",90627.6,Employed,92967.85,565,Business,Secured,0.1,60,"9444 Ryan Flats, Howechester, WY 08135",Sheaberg,MA,20987,USA,andrea13@example.org,(973)286-6036x3722,Single,5,Bachelor,Booth-Hall,"Designer, exhibition/display",11
